Id	Items	Support	List size	Reference Support	Reference size	Hyp	Hyp_c	Genes
338	GO:0001934,GO:0006468	4	50	30	34208	1.07584e-07	1.58477e-07	TGFB1,ERBB2,APP,ABL1
339	GO:0001934,GO:0006468,GO:0070374	3	50	7	34208	1.02409e-07	1.53147e-07	TGFB1,APP,ABL1
340	GO:0001934,GO:0070374	4	50	49	34208	8.14937e-07	1.03337e-06	TGFB1,EGFR,APP,ABL1
341	GO:0001934,GO:0070374,GO:0045930,GO:0007173	3	50	3	34208	2.93807e-09	7.689e-09	TGFB1,EGFR,ABL1
342	GO:0001934,GO:0018108,GO:2000145,GO:0046777	3	50	4	34208	1.17402e-08	2.42696e-08	ERBB2,EGFR,ABL1
343	GO:0001934,GO:0022408	3	50	4	34208	1.17402e-08	2.42696e-08	WNT1,TGFB1,ABL1
344	GO:0010628	12	50	337	34208	5.96614e-14	1.95689e-12	DNMT1,ROBO1,NOTCH1,TGFB1,ETS1,SMO,APP,TP53,KIT,MYC,WNT3,BRCA1
345	GO:0010628,GO:0010629	6	50	78	34208	1.69465e-09	7.86573e-09	DNMT1,ROBO1,NOTCH1,TGFB1,SMO,APP
346	GO:0010628,GO:0010629,GO:0003180	3	50	7	34208	1.02409e-07	1.53147e-07	ROBO1,NOTCH1,TGFB1
347	GO:0010628,GO:0008284	5	50	61	34208	3.03761e-08	5.37591e-08	NOTCH1,TGFB1,ETS1,KIT,MYC
348	GO:0010628,GO:0008284,GO:0030335,GO:0070374	3	50	6	34208	5.858e-08	9.26731e-08	NOTCH1,TGFB1,KIT
349	GO:0010628,GO:0042127	3	50	9	34208	2.45276e-07	3.3244e-07	TGFB1,KIT,BRCA1
350	GO:0010628,GO:0070374	4	50	38	34208	2.87293e-07	3.87256e-07	NOTCH1,TGFB1,APP,KIT
351	GO:0010628,GO:0019221	4	50	32	34208	1.40865e-07	2.04442e-07	TGFB1,TP53,KIT,MYC
352	GO:0010628,GO:0043406	3	50	16	34208	1.62342e-06	1.95765e-06	ROBO1,TGFB1,KIT
353	GO:0010629	9	50	191	34208	8.97309e-12	9.81058e-11	APOE,FYN,DNMT1,ROBO1,NOTCH1,TGFB1,SMO,APP,MAPT
354	GO:0010629,GO:0006468	3	50	18	34208	2.36068e-06	2.77197e-06	FYN,TGFB1,APP
355	GO:0010629,GO:0070374	4	50	30	34208	1.07584e-07	1.58477e-07	APOE,NOTCH1,TGFB1,APP
356	GO:0010629,GO:0030900	3	50	3	34208	2.93807e-09	7.689e-09	FYN,NOTCH1,APP
357	GO:0010629,GO:0048143	3	50	11	34208	4.808e-07	6.2251e-07	SMO,APP,MAPT
358	GO:0007283,GO:0008284	3	50	20	34208	3.29122e-06	3.83716e-06	GLI1,NOTCH1,KIT
359	GO:0008283	8	50	371	34208	6.40666e-08	1.00705e-07	GLI2,SRC,CDK5,ERBB2,EGFR,TP53,CDK5R1,LRP1
360	GO:0008283,GO:0007411	3	50	10	34208	3.50033e-07	4.62947e-07	GLI2,SRC,CDK5R1
361	GO:0008283,GO:0030182,GO:0090314	3	50	3	34208	2.93807e-09	7.689e-09	CDK5,ERBB2,CDK5R1
362	GO:0008283,GO:0046777	4	50	19	34208	1.53972e-08	3.09202e-08	SRC,CDK5,ERBB2,EGFR
363	GO:0071902	3	50	48	34208	4.85152e-05	5.23453e-05	SRC,CDK5R2,CDK5R1
364	GO:0008284	13	50	498	34208	2.45413e-13	5.74968e-12	WNT1,SHH,GLI1,WNT2,DLL1,NOTCH1,TGFB1,ETS1,ERBB2,SHC1,EGFR,KIT,MYC
365	GO:0008284,GO:0045747	4	50	9	34208	5.05945e-10	2.70571e-09	WNT1,DLL1,NOTCH1,KIT
366	GO:0008284,GO:0042127	3	50	17	34208	1.96926e-06	2.34029e-06	SHH,TGFB1,KIT
367	GO:0008284,GO:0030335,GO:0070374	4	50	21	34208	2.3724e-08	4.57734e-08	NOTCH1,TGFB1,EGFR,KIT
368	GO:0008284,GO:0051091	3	50	19	34208	2.80042e-06	3.27271e-06	WNT1,WNT2,KIT
369	GO:0008284,GO:0070374	5	50	49	34208	9.86544e-09	2.30038e-08	NOTCH1,TGFB1,SHC1,EGFR,KIT
370	GO:0008284,GO:0030182	3	50	16	34208	1.62342e-06	1.95765e-06	WNT1,WNT2,ERBB2
371	GO:0008284,GO:0050679	5	50	24	34208	2.26011e-10	1.44412e-09	NOTCH1,TGFB1,ERBB2,EGFR,MYC
372	GO:0045747	5	50	51	34208	1.21264e-08	2.49632e-08	WNT1,DLL1,NOTCH1,JAG1,KIT
373	GO:0045747,GO:0030097	3	50	11	34208	4.808e-07	6.2251e-07	DLL1,JAG1,KIT
374	GO:0045931	3	50	30	34208	1.16013e-05	1.30913e-05	APP,ABL1,BRCA2
375	GO:1904646,GO:0032092	4	50	5	34208	2.01638e-11	1.68146e-10	CDK5,APP,LRP1,PSEN1
376	GO:1904646,GO:0032092,GO:0002265	3	50	3	34208	2.93807e-09	7.689e-09	APP,LRP1,PSEN1
377	GO:0006468	6	50	483	34208	7.21226e-05	7.69725e-05	FYN,TGFB1,CDK5,ERBB2,APP,ABL1
378	GO:0006468,GO:0018108	3	50	45	34208	3.99259e-05	4.37496e-05	FYN,ERBB2,ABL1
379	GO:0006468,GO:0046777	3	50	103	34208	0.000468806	0.000476555	CDK5,ERBB2,ABL1
380	GO:0006468,GO:0090314	3	50	4	34208	1.17402e-08	2.42696e-08	FYN,CDK5,ERBB2
381	GO:0042127	6	50	127	34208	3.23111e-08	5.69788e-08	SHH,TGFB1,JAG1,ABL1,KIT,BRCA1
382	GO:0042127,GO:0070374	3	50	6	34208	5.858e-08	9.26731e-08	TGFB1,ABL1,KIT
383	GO:0042127,GO:0022408	3	50	4	34208	1.17402e-08	2.42696e-08	TGFB1,JAG1,ABL1
384	GO:0043066	13	50	501	34208	2.64787e-13	5.92161e-12	WNT1,GLI2,SHH,SRC,GLI3,SMO,SHC1,ATOH1,EGFR,TP53,PAX2,MYC,PSEN1
385	GO:0043066,GO:0007411	6	50	13	34208	1.21636e-14	5.44046e-13	GLI2,SHH,SRC,GLI3,SHC1,ATOH1
386	GO:0043066,GO:0048143	3	50	3	34208	2.93807e-09	7.689e-09	SMO,EGFR,PSEN1
387	GO:0001709	4	50	23	34208	3.5025e-08	6.04642e-08	DLL1,JAG1,PAX2,PTCH1
388	GO:0006974	6	50	240	34208	1.37509e-06	1.69136e-06	APBB1,ABL1,TP53,MYC,PSEN1,BRCA1
389	GO:0006974,GO:0043065	4	50	22	34208	2.89649e-08	5.56668e-08	APBB1,ABL1,TP53,PSEN1
390	GO:0007399	7	50	291	34208	2.19092e-07	3.04501e-07	VLDLR,APBA1,ROBO1,JAG1,FOS,PAX3,APLP1
391	GO:0007224	6	50	63	34208	4.55771e-10	2.57746e-09	GLI2,SHH,GLI1,GLI3,SMO,PTCH1
392	GO:0010976	4	50	100	34208	1.42776e-05	1.60379e-05	APBB1,APOE,FYN,RELN
393	GO:0043065	6	50	328	34208	8.26994e-06	9.48441e-06	APBB1,TGFB1,SRC,ABL1,TP53,PSEN1
394	GO:0043065,GO:0070374,GO:0050731,GO:0007173	3	50	3	34208	2.93807e-09	7.689e-09	TGFB1,SRC,ABL1
395	GO:0043065,GO:0050731	4	50	7	34208	1.40843e-10	9.49245e-10	TGFB1,SRC,ABL1,TP53
396	GO:0007417	4	50	133	34208	4.37797e-05	4.7654e-05	SHH,SMO,RELN,ATOH1
397	GO:0007417,GO:0007411	3	50	9	34208	2.45276e-07	3.3244e-07	SHH,RELN,ATOH1
398	GO:0051091	4	50	144	34208	5.96638e-05	6.39533e-05	WNT1,WNT2,APP,KIT
399	GO:0060070	5	50	73	34208	7.56906e-08	1.17476e-07	WNT1,SHH,GLI1,WNT2,WNT3
400	GO:0001843	4	50	77	34208	5.05073e-06	5.83324e-06	TGFB1,ABL1,PAX2,PTCH1
401	GO:0021987	4	50	59	34208	1.73182e-06	2.08327e-06	LRP8,SMO,ATOH1,LRP1
402	GO:0050804	3	50	55	34208	7.3061e-05	7.74698e-05	LRP8,FYN,RELN
403	GO:0050852	3	50	188	34208	0.00264813	0.00265893	FYN,ABL1,PSEN1
404	GO:0070374	9	50	205	34208	1.69278e-11	1.66569e-10	APOE,NOTCH1,TGFB1,SRC,SHC1,EGFR,APP,ABL1,KIT
405	GO:0070374,GO:0018108,GO:0046777	4	50	19	34208	1.53972e-08	3.09202e-08	SRC,EGFR,ABL1,KIT
406	GO:0070374,GO:0051897,GO:0043406	4	50	18	34208	1.21688e-08	2.47399e-08	TGFB1,SRC,EGFR,KIT
407	GO:0070374,GO:0051897,GO:0043406,GO:0043552	3	50	6	34208	5.858e-08	9.26731e-08	TGFB1,SRC,KIT
408	GO:0070374,GO:0030900	3	50	4	34208	1.17402e-08	2.42696e-08	NOTCH1,SRC,APP
409	GO:0070374,GO:0007173	5	50	9	34208	6.81109e-13	1.28887e-11	TGFB1,SRC,SHC1,EGFR,ABL1
410	GO:0070374,GO:1900272	3	50	10	34208	3.50033e-07	4.62947e-07	APOE,APP,ABL1
411	GO:0045807	3	50	31	34208	1.2831e-05	1.44459e-05	APOE,DLL1,LRP1
412	GO:0045666,GO:0007411	3	50	6	34208	5.858e-08	9.26731e-08	GLI2,ATOH1,DAB1
413	GO:0045860	4	50	62	34208	2.11585e-06	2.5024e-06	VLDLR,CDK5,RELN,DAB1
414	GO:0045860,GO:0007411,GO:0021517	3	50	3	34208	2.93807e-09	7.689e-09	VLDLR,RELN,DAB1
415	GO:0045860,GO:0021766	3	50	3	34208	2.93807e-09	7.689e-09	CDK5,RELN,DAB1
416	GO:0006897	4	50	136	34208	4.77599e-05	5.17574e-05	LRP8,SHH,APP,APLP1
417	GO:0007411	13	50	197	34208	1.51094e-18	1.48676e-16	GLI2,SHH,FYN,VLDLR,ROBO1,SRC,GLI3,RELN,SHC1,ATOH1,DAB1,CDK5R1,WNT3
418	GO:0007411,GO:0018108,GO:0014068	3	50	5	34208	2.93202e-08	5.20777e-08	FYN,SRC,RELN
419	GO:0007411,GO:0030900	3	50	8	34208	1.63686e-07	2.30755e-07	SHH,FYN,SRC
420	GO:0007411,GO:0050900	3	50	15	34208	1.32039e-06	1.62815e-06	FYN,SRC,SHC1
421	GO:0007411,GO:0048013	3	50	28	34208	9.38032e-06	1.06339e-05	FYN,SRC,CDK5R1
422	GO:0007411,GO:0001764	4	50	20	34208	1.92258e-08	3.78365e-08	FYN,RELN,ATOH1,CDK5R1
423	GO:0007411,GO:0021819,GO:0021766	3	50	3	34208	2.93807e-09	7.689e-09	GLI3,RELN,CDK5R1
424	GO:0007411,GO:0021766	4	50	8	34208	2.81384e-10	1.66796e-09	GLI3,RELN,DAB1,CDK5R1
425	GO:0007411,GO:0021517	4	50	4	34208	4.03711e-12	5.51738e-11	GLI2,VLDLR,RELN,DAB1
